11.02.06.2004,Pardomuan I,4,11.02.06
11.02.06.2005,Cinta Damai,4,11.02.06
11.02.06.2006,Lawe Perbunga,4,11.02.06
11.02.06.2007,Lawe Desky Tongah,4,11.02.06
11.02.06.2008,Kute Bakti,4,11.02.06
11.02.06.2010,Muara Situlen,4,11.02.06
11.02.06.2011,Sejahtera,4,11.02.06
11.02.06.2012,Kute Makmur,4,11.02.06
11.02.06.2013,Pardamean,4,11.02.06
11.02.06.2014,Lawe Mantik,4,11.02.06
11.02.06.2015,Cinta Makmur,4,11.02.06
11.02.06.2016,Muara Setia,4,11.02.06
11.02.06.2017,Tanoh Alas,4,11.02.06
11.02.06.2018,Sejahtera Baru,4,11.02.06
11.02.06.2024,Lawe Tawakh,4,11.02.06
11.02.06.2025,Sabilussalam,4,11.02.06
11.02.06.2026,Lawe Desky Jaya,4,11.02.06
11.02.06.2027,Pintu Alas,4,11.02.06
11.02.07,Darul Hasanah,3,11.02
11.02.07.2001,Gulo,4,11.02.07
11.02.07.2002,Pulo Piku,4,11.02.07
11.02.07.2003,Terutung Kute,4,11.02.07
11.02.07.2004,Kute Ujung,4,11.02.07
11.02.07.2005,Lawe Stul,4,11.02.07
11.02.07.2006,Kite Merangun,4,11.02.07
11.02.07.2007,Mamas,4,11.02.07
11.02.07.2008,Tanjung Lama,4,11.02.07
11.02.07.2009,Tanjung Muda,4,11.02.07
11.02.07.2010,Rambung Teldak,4,11.02.07
11.02.07.2011,Tanjung Aman,4,11.02.07
11.02.07.2012,Sri Muda,4,11.02.07
11.02.07.2013,Ujung Baru,4,11.02.07
11.02.07.2014,Kute Rambe,4,11.02.07
11.02.07.2015,Mamas Baru,4,11.02.07
11.02.07.2016,Rambung Jaya,4,11.02.07
11.02.07.2017,Makmur Jaya,4,11.02.07
11.02.07.2018,Darul Makmur,4,11.02.07
11.02.07.2019,Tanjung Bakhu,4,11.02.07
11.02.07.2020,Pulo Gabung,4,11.02.07
11.02.07.2021,Kokhtan Jaya,4,11.02.07
